index	table_id	annotator_id	premise	hypothesis	label
9321	T1466	GW4	 Jeff Sessions is a person.  The birth name of Jeff Sessions is Jefferson Beauregard Sessions III.  The political party of Jeff Sessions is Republican.  The education of Jeff Sessions are Huntingdon College (BA), University of Alabama (JD).  	Jeff Sessions has always been part of the Republican party.	1
10526	T1756	GW93	 The production company of Isle of Dogs are Studio Babelsberg, Indian Paintbrush, American Empirical Pictures.   The release date of Isle of Dogs are February 15, 2018  ( 2018-02-15 )  (Berlinale), March 23, 2018  ( 2018-03-23 )  (United States), May 10, 2018  ( 2018-05-10 )  (Germany).  The running time of Isle of Dogs is 101 minutes.  In the box office, Isle of Dogs made $64.2 million. 	Isle of Dogs made over $60 million dollars in the box office.	2
7426	T1175	GW1	 The number of players of Game of the Generals are 1 versus 1, plus an optional arbiter or referee.  The playing time of Game of the Generals is 30 to 120 minutes (player-dependent).  The random chance of Game of the Generals is Yes.  The skill(s) required of Game of the Generals is Strategy, tactics, memory, bluffing, inter-player communication.  	Memory is more important in Game of the Generals than bluffing.	1
6358	T1041	GW28	 The mother of Charles I is Anne of Denmark.  Charles I was born on 19 November 1600 , Dunfermline Palace, Dunfermline, Scotland.  Charles I died on 30 January 1649(1649-01-30) (aged 48) , Whitehall, London.  The spouse of Charles I is Henrietta Maria of France ( m. 1625). 	Charles I married his wife in his 30s.	0
7333	T1163	GW27	 Burt Reynolds was born as Burton Leon Reynolds Jr. , (1936-02-11)February 11, 1936 , Lansing, Michigan, U.S..  Burt Reynolds died on September 6, 2018(2018-09-06) (aged 82) , Jupiter, Florida, U.S..  The spouse(s) of Burt Reynolds is Judy Carne , ( m. 1963;  div. 1965) , Loni Anderson , ( m. 1988;  div. 1993).  The partner(s) of Burt Reynolds is Sally Field (1977-1980). 	Burt Reynolds began a relationship with Loni Anderson while he was still seeing Sally Field.	1
11093	T1843	GW84	 J2O is a food&drink.  The type of J2O is Soft drink.  The manufacturer of J2O is Britvic.  The related products of J2O are Robinsons, Britvic 55, Tango. 	Britvic is a soft drink producer in the UK.	2
1146	T169	GW2	 The institutions of Felix Wankel is Paki, Reich Air Ministry, Goetze AG, NSU, Wankel GmbH.  The projects of Felix Wankel is Wankel engine.   The occupation of Felix Wankel is Engineer.  The discipline of Felix Wankel is Mechanical engineering. 	Felix Wankel had a career in the arts.	0
9876	T1606	GW84	 Katy Perry was born on October 25, 1984  (age 34)   Santa Barbara, California, U.S..  The birth name of Katy Perry is Katheryn Elizabeth Hudson.  The spouse(s) of Katy Perry is Russell Brand ( m. 2010;  div. 2012).  The relatives of Katy Perry is Frank Perry (uncle). 	Katy Perry only has one uncle, Frank Perry.	1
11399	T1886	GW86	 The spouse(s) of Jack Parsons are Helen Parsons-Smith (nee Northrup)  (1935-46; divorced), Marjorie Cameron (1946-52; his death).   Jack Parsons was born on October 2, 1914  Los Angeles, California, U.S..  Jack Parsons died on June 17, 1952 (aged 37)  Pasadena, California, U.S..  The cause of death of Jack Parsons is Explosion. 	Jack Parsons was born and died in the same state.	2
8313	T1301	GW17	 The associated acts of Bruce Dickinson is Iron Maiden, Samson, Tribe of Gypsies, Sack Trick.  Bruce Dickinson was also known as Bruce Bruce.  Bruce Dickinson was born on (1958-08-07) 7 August 1958 (age 60) , Worksop, England.  The years active of Bruce Dickinson is 1976-present. 	Bruce Dickinson is currently 60 years old	2
70	T9	GW10	 The birth name of Jeff Lynne is Jeffrey Lynne.  The website of Jeff Lynne is www.ftmusic.com.   Jeff Lynne was also known as Otis Wilbury, Clayton Wilbury.  The associated acts of Jeff Lynne are Electric Light Orchestra, Traveling Wilburys, Tom Petty and the Heartbreakers, The Idle Race, The Move, George Harrison, The Beatles. 	Jeffrey Lynne owns ftmusic.com.	1
4401	T679	GW28	 Destroyer is a album.  The recorded of Destroyer is 3-6 September 1975 at Electric Lady Studios and January-February 1976 at Record Plant Studios, New York City.  The genre of Destroyer is Hard rock, heavy metal.  The label of Destroyer is Casablanca. 	Destroyer was a studio album by the band KISS.	1
5996	T987	GW59	 The format of Buffy the Vampire Slayer Season Nine is Limited series.  The publication date of Buffy the Vampire Slayer Season Nine was on August 2011 - September 2013.  The no. of issues of Buffy the Vampire Slayer Season Nine is 25 (each core series) , 5 (each miniseries).  The main character(s) of Buffy the Vampire Slayer Season Nine is Scooby Gang.  	There were 5 miniseries included in Buffy the Vampire Slayer Season Nine.	2
14357	T2476	GW107	 The release date of Duel of Champions is 1961 (1961).  Duel of Champions was produced by Dominico Fazzari.  Duel of Champions was written by Carlo Lizzani , Ennio De Concini , Giuliano Montaldo.  Duel of Champions was directed by Ferdinando Baldi , Terence Young. 	Duel of Champions was released in the 60s.	2
13881	T2423	GW111	 The in office was on 6 January 1929 – 29 April 1945.  The leader of Reichsführer-SS Heinrich Himmler is Adolf Hitler.  The preceded by of Reichsführer-SS Heinrich Himmler is Erhard Heiden.  The succeeded by of Reichsführer-SS Heinrich Himmler is Karl Hanke.  	Adolf Hitler controlled Heinrich Himmler while he was in office.	1
10858	T1812	GW85	 It Comes at Night is a movie.  The running time of It Comes at Night is 91 minutes.  It Comes at Night was starring Joel Edgerton, Christopher Abbott, Carmen Ejogo, Kelvin Harrison Jr., Riley Keough.  The cinematography of It Comes at Night was by Drew Daniels. 	It Comes at Night is a short film	0
16334	T2697	GW86	 The productioncompany of The Assassination of Richard Nixon is Anhelo Productions , Appian Way , Esperanto Filmoj.  The Assassination of Richard Nixon was directed by Niels Mueller.  The Assassination of Richard Nixon was written by Niels Mueller , Kevin Kennedy.  In the box office, The Assassination of Richard Nixon made $4.4 million.  	The Assassination of Richard Nixon was at least partially written by its director.	2
9678	T1561	GW40	 The chief minister  of Bailiwick of Jersey is John Le Fondre Jr.  The official languages of Bailiwick of Jersey is English  (official,  de facto ).  The recognised regional languages of Bailiwick of Jersey are French   (historical), Jerriais.  The ethnic groups of Bailiwick of Jersey are 46.4% Jersey, 32.7% British, 8.2% Portugese, 3.3% Polish, 2.4% Irish, 0.9% French, 3.8% Other European, 1.3% Asian, 0.4% African, 0.7% Mixed. 	The Bailiwick of Jersey is made up of 32.7% British people.	1
7403	T1171	GW40	 Boyzone is a musician.  The origin of Boyzone is Dublin, Ireland.  The genres of Boyzone is Pop.  The labels of Boyzone is Universal, Warner. 	Boyzone are a musical group in the country genre.	0
6623	T1074	GW51	 The productioncompany of Cars 3 are Walt Disney Pictures, Pixar Animation Studios.  Cars 3 was distributed by Walt Disney Studios , Motion Pictures.  Cars 3 was produced by Kevin Reher.  Cars 3 was starring Owen Wilson, Cristela Alonzo, Chris Cooper, Armie Hammer, Larry the Cable Guy, Bonnie Hunt, Nathan Fillion, Lea DeLaria, Kerry Washington. 	Cars 3 is a movie distributed by Walt Disney was joint produced with Pixar.	2
7229	T1150	GW17	 Bouquet of Lilies Clock Fabergé egg is a painting.  The year delivered of Bouquet of Lilies Clock Fabergé egg is 1899.  The customer of Bouquet of Lilies Clock Fabergé egg is Nicholas II of Russia.  The recipient of Bouquet of Lilies Clock Fabergé egg is Alexandra Fyodorovna.  	The Bouquet of Lilies Clock FabergŽ egg was lost and never delivered.	0
11011	T1833	GW93	 Ivar Jacobson was born on September 2, 1939  (age 79)   Ystad, Sweden.  The nationality of Ivar Jacobson is Swedish.  Ivar Jacobson was known for components and component architecture, use-cases and use-case driven development, SDL, a major contributor to UML, Objectory, RUP, aspect-oriented software development, SEMAT, Essence.  The influenced of Ivar Jacobson are Grady Booch, James Rumbaugh.  	Ivar Jacobson was born in 1951.	0
10551	T1760	GW74	 The release date of Inglourious Basterds are May 20, 2009  ( 2009-05-20 )  (Cannes), August 20, 2009  ( 2009-08-20 )  (Germany), August 21, 2009  ( 2009-08-21 )  (United States).  The country of Inglourious Basterds are United States, Germany.  The budget of Inglourious Basterds is $70 million.  In the box office, Inglourious Basterds made $321.5 million. 	Inglourious Basterds made $321.5 million mostly in the United States.	1
6511	T1124	GW28	 Brave New World was released on 29 May 2000.  Brave New World was recorded on Summer 1999 - April 2000.  The studio of Brave New World is Guillaume Tell Studios, Paris.  The label of Brave New World is EMI , Portrait / Columbia (United States). 	Brave New World was recorded in America twenty years ago.	0
3262	T514	GW51	 The also known as of Chvrches was on Churches (2011-2012).  The origin of Chvrches is Glasgow, Scotland.  The labels of Chvrches are Virgin, Goodbye, Glassnote, Virgin EMI.  The website of Chvrches is chvrch.es.  	The v in Chvrches is spelled intentionally wrong in order to be easier to find on Google searches and not associated with actual churches.	1
1675	T244	GW4	 The born of Charles I is 19 November 1600 Dunfermline Palace, Dunfermline, Scotland.  Charles I died on 30 January 1649 (1649-01-30)  (aged 48) Whitehall, London.  The burial of Charles I was on 9 February 1649  St George's Chapel, Windsor Castle, England.  The father of Charles I is James VI of Scotland and I of England. 	Charles I was buried ten days after he passed away.	2
4420	T683	GW51	 The state capital and consolidated city-county of Denver, Colorado is 154.97 sq mi (401.36 km 2 ).  The land area of Denver, Colorado is 153.33 sq mi (397.13 km 2 ).  The water area of Denver, Colorado is 1.63 sq mi (4.23 km 2 ) 1.1%.  The metro area of Denver, Colorado is 8,414.4 sq mi (21,793 km 2 ). 	Denver is a tiny city, with only about 20 sq miles of land attributed to the city limits of Denver.	0
4281	T664	GW11	 The sire of Crisp is Rose Argent (GB).  The trainer of Crisp is Fred Winter.   The sex of Crisp is Gelding.  Crisp was foaled on 1963. 	Crisp raced for 10 years.	1
2361	T373	GW27	 Ewan McGregor OBE was born on March 1971 ( 1971-03-31 )  31 (age 47)   Perth, Scotland.  The occupation of Ewan McGregor OBE are Actor , singer , director.  The years active of Ewan McGregor OBE was on 1993 - present.  The spouse(s) of Ewan McGregor OBE is Eve Mavrakis ( m.  1995;  Div.  2017). 	Ewan McGregor was married before he became 'active'.	0
11525	T1905	GW84	 The place of origin of Hyderabadi Biryani is India.  The region or state of Hyderabadi Biryani is Hyderabad, Telangana.  The main ingredients of Hyderabadi Biryani are Basmati rice, Goat meat, Spices.  	Telengana is located in India.	2
9667	T1560	GW84	 John Ernst Worrell Keely was born on ( 1837-09-03 ) September 3, 1837  Chester, Pennsylvania.  John Ernst Worrell Keely died on November 18, 1898 (1898-11-18)  (aged 61), Philadelphia, Pennsylvania.  The cause of death of John Ernst Worrell Keely is Pneumonia.  The burial place of John Ernst Worrell Keely is West Laurel Hill Cemetery in Bala Cynwyd, Pennsylvania. 	John Ernst Worrell Keely died of natural causes.	0
11563	T1911	GW4	 The parliament speaker of Islamic Republic of Iran is Ali Larijani.  The official languages of Islamic Republic of Iran is Persian.  The recognised regional languages of Islamic Republic of Iran are 53% Persian, 18% Azerbaijani and other Turkish dialect(incl. Qashqai, Turkmen), 10% Kurdish, 7% Gilak and Mazanderani, 6% Lurish, 2% Balochi, 2% Arabic, 2% other (incl. Armenian, Assyrian, Georgian, Laki, Semnani, Talysh, Tati).  The ethnic groups of Islamic Republic of Iran are 61% Persian, 16% Azerbaijani, 10% Kurdish, 6% Lur (incl. Bakhtiari), 2% Turkmen and other Turkic tribes, 2% Baloch, 2% Arab, 1% other. 	The Islamic Republic of Iran speaks Arabic.	0
12682	T2290	GW28	 The legislature of Country of Cura is Estates of Curaçao.   The official languages of Country of Cura are Papiamentu, Dutch, English.  The government of Country of Cura is Unitary parliamentary representative democracy under constitutional monarchy.  The governor of Country of Cura is Lucille George-Wout. 	Country of Curaçao is a ruled by a President.	0
3902	T617	GW51	 Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  The residence of Christopher Polhem is Sweden.  The nationality of Christopher Polhem is Swedish. 	Christopher Polhem was a Swedish scientist.	2
7447	T1180	GW22	 The origin of Catfish and the Bottlemen is Llandudno, North Wales, United Kingdom.  The genres of Catfish and the Bottlemen are Alternative rock, indie rock, post-punk revival, garage rock.  The labels of Catfish and the Bottlemen are Island, Communion.  The associated acts of Catfish and the Bottlemen are Billy Bibby & The Wry Smiles, Detroit Social Club.  	Catfish and the Bottlemen has worked with Island and Communion labels only.	1
9662	T1559	GW68	 The spouse(s) of Josephine Baker are Willie Wells ( m.  1919;  div.  1919), William Baker ( m.  1921;  div.  1925), Jean Lion ( m.  1937-1940), Jo Bouillon ( m.  1947;  div.  1961).  The number of children of Josephine Baker are adopted 12 children; informal Jean-Claude Baker.  The residence of Josephine Baker is Roquebrune, Provence-Alpes-Cote d'Azur, (French Riviera), France.  The nationality of Josephine Baker are American (renounced), French (from 1937). 	Josephine Baker married Willie Wells before she became a French citizen.	2
1451	T214	GW0	 The type of Kas is Soft drink.  The country of origin of Kas is Spain.  The flavour of Kas are Orange , Lemon , Apple , Guarana , Guarana with Acerola , Guarana with Maracuja , Guarana with Peach.  The variants of Kas are Bitter Kas , Kas Fruit.  	Lemon Kas is the most popular variation.	1
16446	T2709	GW122	 El Pez que Fuma is a movie.  El Pez que Fuma was written by Román Chalbaud (play and screenplay) , José Ignacio Cabrujas.  The release date of El Pez que Fuma is 1977 (1977).  The running time of El Pez que Fuma is 115 minutes. 	The Running time of the Movie is 115 minutes and 35 Seconds.	1
12739	T2296	GW28	 Daybreak is a painting.  The artist of Daybreak is Maxfield Parrish.  The year of Daybreak is 1922 (1922).  The dimensions of Daybreak is 67.3 cm   114 cm (26.5 in   45 in).  	Daybreak is tall as it is wide.	0
4473	T690	GW21	 Daniel Hillis was born as William Daniel Hillis ,  (1956-09-25) September 25, 1956 (age 62) , Baltimore, Maryland, U.S..  The alma mater of Daniel Hillis is Massachusetts Institute of Technology.  The awards of Daniel Hillis is Dan David Prize (2002) , Grace Murray Hopper Award (1989).  The doctoral advisor of Daniel Hillis is Marvin Minsky , Gerald Jay Sussman , Claude Shannon.  	Daniels Hills has been nominated for the Nobel Prize.	1
7571	T1200	GW12	 The sire of Cannonade is Bold Bidder.  The grandsire of Cannonade is Bold Ruler.  Cannonade was foaled on 12 May 1971.  Cannonade died on August 3, 1993(1993-08-03) (aged 22). 	Cannonade was sired from Bold Bidder and Bold Ruler in 1971.	0
11867	T1954	GW93	 Hoboken, New Jersey is a city.  The type of Hoboken, New Jersey is Faulkner Act (mayor–council).  The body of Hoboken, New Jersey is City Council.  The mayor of Hoboken, New Jersey is Ravinder Bhalla (term ends December 31, 2021). 	Hoboken, New Jersey is governed by a City Council.	2
2559	T399	GW21	 The origin of Extreme is Boston, Massachusetts, United States.  The genres of Extreme are Glam metal , funk metal , hard rock.  The associated acts of Extreme are Queen , Van Halen , Dream Theater , DramaGods , Tribe of Judah , Adrenaline Mob , Mourning Widows , Satellite Party , Hurtsmile , Super TransAtlantic , Twisted Sister , Dweezil Zappa , Amazing Journey , Population One , Paul Gilbert.  The website of Extreme is www .extreme-band .com.  	Boston has a large amount of Hard and Classic rock bands that have become famous.	2
8240	T1293	GW22	 The speed: of HMS Nairana (D05) is 17 kn (20 mph; 31 km/h).  The armament: of HMS Nairana (D05) are 2 × 4 in (100 mm) Mk XVI guns, 16 × 2-pounder (40 mm (1.57 in)) 'pom pom' anti-aircraft guns (4x4), 16 × 20 mm (0.79 in) anti-aircraft autocannons (8x2).  The aircraft carried: of HMS Nairana (D05) is 15-20.  The aviation facilities: of HMS Nairana (D05) are Hangar; 231 ft × 61 ft (70 m × 19 m), 1 × lift; 45 ft × 34 ft (14 m × 10 m), 8 × arrester wires.  	HMS Nairana can carry more than 20 aircrafts and its speed is 25 mph.	0
13798	T2414	GW111	 Hardrock Hundred Mile Endurance Run was date on July.  The event type of Hardrock Hundred Mile Endurance Run is Ultramarathon trail run.  The distance of Hardrock Hundred Mile Endurance Run is 100.5-mile (161.7 km).  The course records of Hardrock Hundred Mile Endurance Run is Kilian Jornet 23:28:10 (2015, counter-clockwise) , Kilian Jornet 22:41:33 (2014, clockwise). 	The Hardrock Hundred Mile Endurance Run is a 50 mile long event.	0
7819	T1233	GW2	 The executive director of United States Bowling Congress is Chad Murphy.  The formation of United States Bowling Congress are As American Bowling Congress:  New York City, New York, U.S. (1895 (1895)), As USBC:  Greendale, Wisconsin, U.S. (2005 (2005)).  The number of headquarters of United States Bowling Congress is 621 Six Flags Drive, Arlington, Texas, U.S..  The region served of United States Bowling Congress is U.S.A.. 	The USBC was formed in Wisconsin by Chad Murphy and others.	1
473	T1747	GW1	 I See You was released on 13 January 2017  ( 2017-01-13 ).  I See You was recorded on March 2014 - August 2016.  The studio of I See You are Park Avenue Armory and XL, New York, Marfa Recording Company, Marfa, Greenhouse, Reykjavik, Perfect Sound, Los Angeles, The Church, The Pool, The Square, Fortress and RAK, London.  The label of I See You is Young Turks. 	I See You took over two years to record.	2
12500	T2270	GW112	 Men's middleweight boxing at the Games of the XXX Olympiad is a sports event.  The venue of Men's middleweight boxing at the Games of the XXX Olympiad is ExCeL Exhibition Centre.  The date of Men's middleweight boxing at the Games of the XXX Olympiad is 28 July to 12 August.  The competitors of Men's middleweight boxing at the Games of the XXX Olympiad is 28 from 28 nations.  	ExCeL Exhibition Centre was one venue used during the XXX Olympiad.	2
4139	T646	GW28	 Deepwater Horizon is a movie.  The cinematography of Deepwater Horizon was by Enrique Chediak.  Deepwater Horizon was screenplay by Matthew Michael Carnahan, Matthew Sand.  Deepwater Horizon was starring Mark Wahlberg, Kurt Russell, John Malkovich, Gina Rodriguez, Dylan O'Brien, Kate Hudson. 	Deepwater Horizon is an American film.	2
6605	T1128	GW59	" Britney Jean was released on November 29, 2013 (2013-11-29).  Britney Jean was recorded on May-October 2013.  The studio of Britney Jean are The Future, Record Plant , (Los Angeles, California), i85 , (Westlake Village, California), Glenwood Place Studios , (Burbank, California), DAZMO Music Studios , (Montreal, Canada), Guerilla Studios , (London, England), Piano Music Studios , (Amsterdam, Netherlands), KBK Studios , (Stockholm, Sweden).  The producer of Britney Jean are will.i.am (also exec.), A.C., Chico Bennett, Christopher Braide, Peter Carlsson, Cirkut, Diplo, Dr. Luke, Freshmen III, David Guetta, Derek Weintraub, Zach ""Reazon"" Heiligman, Keith Harris, HyGrade, William ""DJ Keebz"" Kebler, Kool Kojak, LWAM, Sebastian Ingrosso, Damien LeRoy, William Orbit, Otto Knows, Anthony Preston, Nicky Romero, Giorgio Tuinfort, Marcus van Wattum, Richard Vission.  "	Britney Jean was finished recording in fall of 2013.	2
9851	T1599	GW4	 The sex of Just Nuisance is male.  Just Nuisance was born on 1 April 1937 Rondebosch, Cape Town.  Just Nuisance died on 1 April 1944 (1944-04-01)  (aged 7) Simon's Town Naval Hospital, Simon's Town.  The nation from of Just Nuisance is South Africa. 	Just Nuisance was born in Africa.	2
2305	T360	GW27	 Charles (Prince of Wales) is a person.  Charles (Prince of Wales) was born on 14 November 1948 ( 1948-11-14 )   (age 70)  Buckingham Palace, London, England.  The spouse of Charles (Prince of Wales) are Lady Diana Spencer ( m.   1981 ;  div.   1996 )  , Camilla Parker Bowles  ( m.   2005 ).  The issue of Charles (Prince of Wales) are Prince William, Duke of Cambridge , Prince Harry, Duke of Sussex.  	Charles was born in 1948 and has been married twice.	2
1182	T175	GW5	 In the box office, Fences made $64.4 million.   The production company of Fences are Bron Creative ,  Macro Media ,  Escape Artists ,  Scott Rudin Productions.  Fences was produced by Todd Black ,  Scott Rudin ,  Denzel Washington.  Fences was distributed by Paramount Pictures. 	Fences was produced by a single company.	0
625	T97	GW2	 The known for of Charles Lindbergh was on First solo transatlantic flight (1927).  The spouse(s) of Charles Lindbergh is Anne Morrow Lindbergh (1929-1974) (his death).  The years of service of Charles Lindbergh was on 1925-1941, 1954-1974.  The awards of Charles Lindbergh was on Medal of Honor (1927) , Distinguished Flying Cross (1927) , Congressional Gold Medal (1928).  	Charles Lindbergh first learned to fly in 1929.	0
14537	T2496	GW107	 The album of Already Taken is Step Up 3D OST.  Already Taken was released on 2010.  Already Taken was recorded on 2010.  The label of Already Taken is Atlantic Records. 	Already Taken was released and recorded in the same year.	2
252	T39	GW3	 The alma mater of Ernesto Zedillo (GColIH) are National Polytechnic Institute (IPN) , Yale University.   Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The political party of Ernesto Zedillo (GColIH) is Institutional Revolutionary.  The residence of Ernesto Zedillo (GColIH) is New Haven, Connecticut, United States. 	Ernesto Zedillo is a Mexican politician who is affiliated with the Institutional Revolutionary party	2
4306	T668	GW35	 Dana is a painting.  The artist of Dana is Rembrandt.  The medium of Dana is Oil on canvas.  The location of Dana is Hermitage Museum, St. Petersburg.  	Dana is a glass painting.	0
3168	T502	GW51	 The relatives of Sir Daniel Day-Lewis are Tamasin Day-Lewis (sister) ,  Michael Balcon (grandfather).   The partner(s) of Sir Daniel Day-Lewis is Isabelle Adjani (1989 - 1995).  Sir Daniel Day-Lewis was born on ( 1957-04-29 )  29 April 1957  (age 61)   Kensington, London, England.  The number of children of Sir Daniel Day-Lewis are 3. 	Daniel Day Lewis has a sister named Tamasin whom was born to his mother and father.	2
2254	T354	GW27	 The civilian awards of Jimmy Carter are Nobel Peace Prize (2002), many more.   The birth name of Jimmy Carter is James Earl Carter Jr..  The relatives of Jimmy Carter are James Earl Carter Sr. (Father) ,  Bessie Gordy (Mother).  The education of Jimmy Carter are Georgia Institute of Technology ,  United States Naval Academy (BS). 	James Earl Carter, Jr., was educated at the United States Naval Academy and won a Nobel Peace Prize.	2
11658	T1925	GW84	 Irises is a painting.  The artist of Irises is Vincent van Gogh.  The medium of Irises is Oil on canvas.  The location of Irises is J. Paul Getty Museum, Los Angeles, California.  	Irises was the only oil painting by Van Gogh.	1
11940	T1963	GW95	 Illmatic was released on April 19, 1994.  The studio of Illmatic are Battery Studios, Unique Studios, Chung King Studios, D&D Recording in New York.  The genre of Illmatic are East Coast hip hop, hardcore hip hop, jazz rap.  The producer of Illmatic are Faith N.(also exec.), MC Serch  (exec.), DJ Premier, L.E.S., Pete Rock, Large Professor, Q-Tip.  	It was produced with the help of other rappers.	1
14043	T2441	GW1	 1992 Winter Olympics Ice Hockey is a sport.  The number of matches played in 1992 Winter Olympics Ice Hockey are 46.  The number of goals scored in 1992 Winter Olympics Ice Hockey are 316 (6.87 per match).  	The 1992 Winter Olympics Ice Hockey had more matches played than the 1988 Winter Olympics Ice Hockey.	1
5337	T896	GW66	 Caffeine Free Pepsi is a food&drink.  The type of Caffeine Free Pepsi is Caffeine-free Cola.  The manufacturer of Caffeine Free Pepsi is Pepsi.  The related products of Caffeine Free Pepsi is Caffeine-Free Coca-Cola.  	Pepsi manufactures a cola without caffeine.	2
4427	T685	GW28	 Déjà vu is a album.  The studio of Déjà vu is Wally Heider's Studio C ,  San Francisco  , Wally Heider's Studio III ,  Los Angeles.  The genre of Déjà vu are Folk, folk rock.  The label of Déjà vu is Atlantic. 	DŽjˆ vu is an American folk rock album.	2
5329	T1263	GW51	 Brockhampton is a musician.  The genres of Brockhampton are Hip hop, alternative hip hop, alternative R&B, pop-rap.  The labels of Brockhampton are Question Everything, RCA.  The website of Brockhampton is brckhmptn .com.  	Brockhampton has yet to release a studio album under RCA.	1
14962	T2543	GW122	 The total area of Brazzaville Balazavile is 263.9 km2 (101.9 sq mi).  The estimate population (2019) of Brazzaville Balazavile is 2,308,000.  The area code(s) of Brazzaville Balazavile is 242.  The total population of Brazzaville Balazavile is 1,373,382. 	The Area code is 262.	0
11147	T1850	GW14	 The institutions of Humberto Fernandez-Moran Villalobos are Central University of Venezuela (UCV), NASA, MIT, University of Chicago, University of Stockholm.   Humberto Fernandez-Moran Villalobos was born on 18 February 1924  Maracaibo, Venezuela.  Humberto Fernandez-Moran Villalobos died on 17 March 1999 (aged 75)  Stockholm, Sweden.  The awards of Humberto Fernandez-Moran Villalobos are Order of the Polar Star, John Scott Award. 	Humberto Fern‡ndez-Mor‡n Villalobos died before the turn of the century.	2
13009	T2326	GW116	 Elvis Presley is a album.  The genre of Elvis Presley are Rock and roll, rockabilly, rhythm and blues, country.  The label of Elvis Presley is RCA Victor.  The producer of Elvis Presley is Sam Phillips (Sun recordings) , Steve Sholes (RCA recordings).  	The album is rap.	0
2543	T397	GW4	 In the box office, Jurassic World: Fallen Kingdom made $1.305 billion.   The production companies of Jurassic World: Fallen Kingdom are Universal Pictures , Amblin Entertainment , Legendary Pictures , Perfect World Pictures , The Kennedy/Marshall Company.  The release date of Jurassic World: Fallen Kingdom are May 21, 2018  ( 2018-05-21 )  (WiZink Center) , June 22, 2018  ( 2018-06-22 )  (United States).  The country of Jurassic World: Fallen Kingdom is United States. 	The movie Jurassic World: Fallen Kingdom came out in the United States before WiZink Center.	0
5006	T838	GW6	 The Razors Edge is a album.  The Razors Edge was released on 21 September 1990.  The genre of The Razors Edge is Hard rock Heavy metal.  The label of The Razors Edge are Atco Records ,  Albert/EMI  (AUS/NZ). 	Atco Records doesn't release rock albums.	0
4509	T694	GW12	 Dan Borislow is a person.  Dan Borislow was born on (1961-09-21)September 21, 1961 , Philadelphia, Pennsylvania.  Dan Borislow died on July 21, 2014(2014-07-21) (aged 52) , West Palm Beach, Florida.  The children of Dan Borislow is Danny, Kylie.  	Dan Borislow died 50 years after he was born.	1
237	T37	GW3	 The spouse(s) of Chris Cornell are Susan Silver ( m.  1990;  div.  2004), Vicky Karayiannis  ( m.  2004).  The number of children of Chris Cornell are 3.  Chris Cornell was born on July 20, 1964 ( 1964-07-20 ) Seattle, Washington, U.S..  Chris Cornell died on May 18, 2017 (2017-05-18)  (aged 52)  Detroit, Michigan, U.S.. 	Chris Cornell was a US citizen.	2
13358	T2365	GW95	 Girl with a Pearl Earring is a painting.  The artist of Girl with a Pearl Earring is Johannes Vermeer.  The medium of Girl with a Pearl Earring is Oil on canvas.  The location of Girl with a Pearl Earring is Mauritshuis, The Hague, Netherlands.  	This painting was painted in Europe.	2
9043	T1397	GW1	" The sporting affiliations of North Carolina State University is NCAA Division I FBS - ACC.  The location of North Carolina State University is Raleigh, North Carolina, United States , 35°47′14″N 78°40′14″W﻿ / ﻿35.78722°N 78.67056°W﻿ / 35.78722; -78.67056Coordinates: 35°47′14″N 78°40′14″W﻿ / ﻿35.78722°N 78.67056°W﻿ / 35.78722; -78.67056.  The academic affiliations of North Carolina State University are UNC System, Oak Ridge Associated Universities, Association of Public and Land-Grant Universities, Southeastern Universities Research Association, University Global Partnership Network.  The chancellor of North Carolina State University is William Randolph ""Randy"" Woodson. "	"The chancellor, William Randolph ""Randy"" Woodson, holds the most powerful position at North Carolina State University."	1
1794	T264	GW0	" The rank of Chris Kyle is Chief petty officer.  The unit of Chris Kyle is U.S. Navy SEALs  Sniper element, platoon ""Charlie"", later changed to ""Cadillac"", SEAL Team 3.  The awards of Chris Kyle are Silver Star Medal (1) , Bronze Star Medal (Valor) (4) , Navy and Marine Corps Achievement Medal with (V) (1).  The service/branch of Chris Kyle is United States Navy. "	Chris Kyle was a member of the Army Rangers.	0
253	T39	GW3	 The alma mater of Ernesto Zedillo (GColIH) are National Polytechnic Institute (IPN) , Yale University.   Ernesto Zedillo (GColIH) was born on 27 December 1951 (1951-12-27 ) (age 67)  Mexico City, Mexico.  The political party of Ernesto Zedillo (GColIH) is Institutional Revolutionary.  The residence of Ernesto Zedillo (GColIH) is New Haven, Connecticut, United States. 	Ernesto Zedillo has permanently moved to the United States	1
16490	T2714	GW86	 The urban area of Karaj is 1,592,492 (2016 Census).  The metro area of Karaj is 1,973,470 (2016 Census).  The time zone of Karaj is UTC+3:30 (IRST).  The summer (dst) of Karaj is UTC+4:30 (IRDT). 	Karaj is in a different time zone in the summer than in the rest of the year.	2
7479	T1188	GW40	 BTS was also known as Bangtan Boys, Bulletproof Boy Scouts, Beyond the Scene, Bangtan Sonyeondan.  The origin of BTS is Seoul, South Korea.  The years active of BTS is 2013 (2013)-present.  The labels of BTS are Big Hit, Pony Canyon, Def Jam Japan, Columbia. 	BTS has four different variations of their name.	2
